1.140000000000000036e+01 6.500000000000000000e+00 nan nan nan nan nan nan 1.216666666666666607e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.590000000000000568e+01 nan 4.260000000000000142e+01 nan nan nan nan nan 3.479999999999999716e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.610000000000000142e+01 1.483333333333333393e+01 nan 4.200000000000000178e+00 nan nan nan nan 1.539999999999999858e+01 nan nan nan nan nan nan 1.100000000000000089e+00 nan nan nan nan nan 2.549999999999999822e+00 nan nan nan nan nan nan 1.109999999999999964e+01 7.000000000000000000e+00 nan nan nan 4.270000000000000284e+01 nan nan nan nan nan nan nan nan 1.100000000000000000e+01 nan nan nan nan nan nan nan nan 1.939999999999999858e+01 nan nan nan nan 2.439999999999999858e+01 2.400000000000000000e+01 nan 1.800000000000000000e+01 nan nan nan 1.780000000000000071e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 1.635000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.199999999999999956e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.719999999999999929e+01 nan nan nan nan nan nan nan nan nan nan nan 1.540000000000000036e+01 nan 1.550000000000000000e+01 nan nan nan nan nan 1.050000000000000000e+01 1.760000000000000142e+01 1.469999999999999929e+01 nan nan nan nan nan nan nan nan nan 9.600000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 1.373333333333333428e+01 2.269999999999999929e+01 nan nan nan nan nan 1.056666666666666643e+01 nan 1.899999999999999911e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.119999999999999929e+01 nan nan 1.450000000000000000e+01 nan 1.369999999999999929e+01 1.530000000000000071e+01 nan nan nan nan nan nan 3.050000000000000000e+01 nan nan 1.280000000000000071e+01 nan nan nan nan 2.900000000000000000e+01 3.019999999999999929e+01 nan 3.370000000000000284e+01 nan 3.000000000000000000e+01 nan nan nan 3.060000000000000142e+01 nan 2.910000000000000142e+01 nan nan nan 3.370000000000000284e+01 nan nan nan 2.200000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.400000000000000355e+00 nan nan 2.269999999999999929e+01 nan nan nan 4.500000000000000000e+00 nan nan nan nan 1.800000000000000000e+01 nan nan nan 1.155000000000000071e+01 nan nan nan nan 5.520000000000000284e+01 nan nan nan 4.450000000000000000e+01 nan nan nan nan nan 3.130000000000000071e+01 4.120000000000000284e+01 nan nan 2.730000000000000071e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 6.329999999999999716e+01 6.095000000000000284e+01 nan nan nan nan nan nan 1.525000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.629999999999999716e+01 nan nan nan nan nan nan nan nan nan nan nan 1.685000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan 1.030000000000000071e+01 3.810000000000000142e+01 4.479999999999999716e+01 nan nan nan nan nan 3.320000000000000284e+01 nan nan nan nan nan nan nan nan 3.670000000000000284e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan 2.525000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.319999999999999929e+01 nan 1.750000000000000000e+01 1.490000000000000036e+01 nan nan nan nan 1.839999999999999858e+01 nan 6.250000000000000000e+00 nan 1.025000000000000000e+01 1.900000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 9.820000000000000284e+01 nan 3.679999999999999716e+01 nan 3.529999999999999716e+01 3.320000000000000284e+01 2.605000000000000071e+01 2.129999999999999716e+01 3.072499999999999787e+01 nan 2.560000000000000142e+01 3.550000000000000000e+01 nan nan 2.160000000000000142e+01 nan nan nan nan 2.030000000000000071e+01 2.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan 1.250000000000000000e+01 1.150000000000000000e+01 2.299999999999999822e+00 8.449999999999999289e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.530000000000000071e+01 1.459999999999999964e+01 nan nan nan nan 2.160000000000000142e+01 2.160000000000000142e+01 nan nan nan 1.180000000000000071e+01 nan nan nan nan nan nan nan nan 3.100000000000000000e+01 nan nan nan nan nan nan nan nan 3.843333333333333002e+01 6.250000000000000000e+01 nan nan nan nan 2.839999999999999858e+01 2.004999999999999716e+01 nan 2.379999999999999716e+01 nan nan nan nan 4.300000000000000000e+01 nan nan nan 3.789999999999999858e+01 nan nan nan 3.080000000000000071e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan 1.280000000000000071e+01 nan 4.529999999999999716e+01 nan nan nan nan nan nan nan nan nan nan nan nan 1.199999999999999956e+00 nan nan nan nan nan nan nan nan nan nan nan 2.473333333333333428e+01 3.739999999999999858e+01 2.639999999999999858e+01 1.569999999999999929e+01 nan 2.116666666666666785e+01 nan 9.099999999999999645e+00 nan 2.306666666666666288e+01 nan nan 1.109999999999999964e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 9.199999999999999289e+00 nan nan nan nan nan 2.650000000000000000e+01 nan nan nan nan nan nan nan 1.675000000000000000e+01 2.460000000000000142e+01 nan nan 2.319999999999999929e+01 2.989999999999999858e+01 nan nan 2.139999999999999858e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.000000000000000000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan 2.839999999999999858e+01 nan nan 3.299999999999999822e+00 nan nan nan 1.269999999999999929e+01 nan nan nan nan 2.700000000000000000e+01 nan 2.560000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.900000000000000355e+00 nan nan nan nan 2.939999999999999858e+01 nan nan nan nan nan nan nan 4.850000000000000000e+01 nan nan nan 1.610000000000000142e+01 1.279000000000000057e+02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan 1.199999999999999956e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.259999999999999964e+01 nan nan nan nan nan nan 6.239999999999999858e+01 nan nan nan nan nan nan nan nan 1.900000000000000000e+01 nan nan nan nan nan nan nan nan nan 8.400000000000000355e+00 nan nan nan nan nan nan nan nan nan 2.860000000000000142e+01 nan 8.500000000000000000e+01 nan 3.529999999999999716e+01 nan nan 1.280000000000000071e+01 nan nan 1.590000000000000036e+01 nan 3.010000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan 1.106666666666666821e+01 nan nan 1.980000000000000071e+01 1.184999999999999964e+01 7.750000000000000000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.660000000000000142e+01 3.849999999999999645e+00 nan 7.000000000000000000e+00 1.300000000000000000e+01 nan nan nan nan 2.799999999999999822e+00 nan 2.600000000000000089e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.590000000000000568e+01 nan nan nan nan nan 1.669999999999999929e+01 8.800000000000000711e+00 nan nan nan nan 2.169999999999999929e+01 nan nan nan 1.760000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan 4.500000000000000000e+00 nan nan nan nan 7.299999999999999822e+00 nan nan nan nan nan 1.100000000000000089e+00 1.399999999999999911e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.799999999999999822e+00 1.230000000000000071e+01 nan nan nan nan nan nan nan 4.299999999999999822e+00 nan nan nan nan nan 5.229999999999999716e+01 nan nan nan nan nan nan nan nan nan 3.799999999999999822e+00 nan nan nan nan 2.600000000000000089e+00 nan nan 3.399999999999999911e+00 nan nan nan nan nan nan nan 2.775000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.050000000000000000e+01 3.250000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.350000000000000000e+01 nan nan nan nan nan nan 1.800000000000000044e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.500000000000000000e+00 nan nan 1.639999999999999858e+01 nan nan nan nan nan nan nan nan nan 1.219999999999999929e+01 1.340000000000000036e+01 nan nan nan nan nan nan nan nan 2.369999999999999929e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.500000000000000000e+00 nan nan nan nan nan nan nan nan nan nan nan 1.590000000000000036e+01 1.000000000000000000e+01 3.835000000000000142e+01 nan nan nan nan nan nan nan nan 1.199999999999999956e+00 nan nan nan nan nan nan nan 1.860000000000000142e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan 8.599999999999999645e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan 1.600000000000000089e+00 nan nan nan 9.000000000000000222e-01 nan nan 8.000000000000000444e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.200000000000000000e+01 nan nan nan nan nan nan nan nan 2.600000000000000089e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.100000000000000000e+01 nan nan nan 2.080000000000000071e+01 nan nan nan 1.200000000000000000e+01 nan nan nan 1.700000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 6.599999999999998757e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 9.000000000000000222e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan 1.199999999999999956e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan 1.600000000000000089e+00 3.500000000000000000e+00 nan nan nan 2.299999999999999822e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.399999999999999911e+00 nan nan nan 1.689999999999999858e+01 nan nan nan nan 2.100000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.930000000000000071e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.419999999999999929e+01 9.000000000000000222e-01 nan nan nan nan nan nan nan 9.000000000000000222e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.559999999999999964e+01 nan 7.799999999999999822e+00 nan nan nan 2.100000000000000089e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.739999999999999858e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.479999999999999716e+01 nan nan nan 3.600000000000000089e+00 1.459999999999999964e+01 nan nan nan nan 1.390000000000000000e+02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
